Scenario,Pattern,Text Length,Algorithm,Matches,Build Time (ms),Match Time (ms),Total Time (ms),Memory Used (KB),Structure Nodes,Structure Size (KB)
Short Literal - Small Text,abc,1572864,KMP,0,0.002,17.168,17.170,128896.00,,
Short Literal - Small Text,abc,1572864,Boyer-Moore,0,0.001,18.682,18.683,21240.00,,
Short Literal - Small Text,abc,1572864,NFA,0,0.365,398.908,399.272,26200.00,6,0.14
Short Literal - Small Text,abc,1572864,NFA+DFA-cache,0,0.084,214.691,214.775,12240.00,6,0.14
Short Literal - Small Text,abc,1572864,DFA,0,0.366,54.844,55.210,27152.00,4,0.10
Short Literal - Small Text,abc,1572864,min-DFA,0,0.569,52.261,52.830,56432.00,4,0.10
Short Literal - Large Text,the,1572864,KMP,25596,0.001,18.167,18.168,2462768.00,,
Short Literal - Large Text,the,1572864,Boyer-Moore,25596,0.001,21.990,21.991,2477712.00,,
Short Literal - Large Text,the,1572864,NFA,25596,0.077,408.969,409.047,11776.00,6,0.14
Short Literal - Large Text,the,1572864,NFA+DFA-cache,25596,0.041,242.492,242.534,7712.00,6,0.14
Short Literal - Large Text,the,1572864,DFA,25596,0.170,57.620,57.790,20832.00,4,0.10
Short Literal - Large Text,the,1572864,min-DFA,25596,0.340,54.909,55.249,53168.00,4,0.10
Long Literal - Small Text,abcdefghijklmnop,1572864,KMP,0,0.001,18.304,18.305,18048.00,,
Long Literal - Small Text,abcdefghijklmnop,1572864,Boyer-Moore,0,0.001,7.228,7.229,19448.00,,
Long Literal - Small Text,abcdefghijklmnop,1572864,NFA,0,0.080,411.445,411.525,48440.00,32,0.69
Long Literal - Small Text,abcdefghijklmnop,1572864,NFA+DFA-cache,0,0.066,238.613,238.679,47536.00,32,0.69
Long Literal - Small Text,abcdefghijklmnop,1572864,DFA,0,0.219,78.142,78.361,100696.00,17,0.30
Long Literal - Small Text,abcdefghijklmnop,1572864,min-DFA,0,0.636,73.684,74.320,244768.00,17,0.30
Long Literal - Large Text,constitution,1572864,KMP,10,0.001,8.550,8.551,2192.00,,
Long Literal - Large Text,constitution,1572864,Boyer-Moore,10,0.001,8.102,8.103,16184.00,,
Long Literal - Large Text,constitution,1572864,NFA,10,0.060,423.921,423.980,32528.00,24,0.52
Long Literal - Large Text,constitution,1572864,NFA+DFA-cache,10,0.051,237.244,237.296,32128.00,24,0.52
Long Literal - Large Text,constitution,1572864,DFA,10,0.138,71.003,71.141,68976.00,13,0.23
Long Literal - Large Text,constitution,1572864,min-DFA,10,0.441,73.383,73.824,182800.00,13,0.23
Simple Regex - Dot,a.c,1572864,NFA,2453,0.049,500.918,500.966,9048.00,6,0.15
Simple Regex - Dot,a.c,1572864,NFA+DFA-cache,2453,0.047,305.198,305.245,8936.00,6,0.15
Simple Regex - Dot,a.c,1572864,DFA,2453,0.094,73.693,73.787,18856.00,4,0.11
Simple Regex - Dot,a.c,1572864,min-DFA,2453,0.172,74.824,74.996,35336.00,4,0.11
Simple Regex - Star,ab*c,1572864,NFA,3723,0.082,478.059,478.142,11024.00,8,0.19
Simple Regex - Star,ab*c,1572864,NFA+DFA-cache,3723,0.047,289.085,289.131,10800.00,8,0.19
Simple Regex - Star,ab*c,1572864,DFA,3723,0.136,71.522,71.658,26208.00,4,0.11
Simple Regex - Star,ab*c,1572864,min-DFA,3723,0.145,71.073,71.218,40280.00,3,0.09
Complex Regex - Alternation,(cat|dog|bird),1572864,Aho-Corasick,362,0.402,30.970,31.371,27832.00,11,0.08
Complex Regex - Alternation,(cat|dog|bird),1572864,NFA,362,0.129,1052.851,1052.980,32336.00,24,0.53
Complex Regex - Alternation,(cat|dog|bird),1572864,NFA+DFA-cache,362,0.062,1196.921,1196.983,31040.00,24,0.53
Complex Regex - Alternation,(cat|dog|bird),1572864,DFA,362,0.154,71.359,71.514,66216.00,11,0.21
Complex Regex - Alternation,(cat|dog|bird),1572864,min-DFA,362,0.288,70.976,71.264,128232.00,9,0.18
Complex Regex - Alternation,(cat|dog|bird),1572864,NFA (with prefilter),362,0.302,49.405,49.707,48432.00,35,0.61
Complex Regex - Alternation,(cat|dog|bird),1572864,NFA+DFA-cache (with prefilter),362,0.214,54.319,54.533,45952.00,35,0.61
Complex Regex - Alternation,(cat|dog|bird),1572864,DFA (with prefilter),362,0.270,33.162,33.432,82056.00,22,0.29
Complex Regex - Alternation,(cat|dog|bird),1572864,min-DFA (with prefilter),362,0.400,32.338,32.738,143008.00,20,0.26
Complex Regex - Multiple Operators,(a|b).*c,1572864,NFA,14420,0.053,1831.450,1831.504,14080.00,12,0.28
Complex Regex - Multiple Operators,(a|b).*c,1572864,NFA+DFA-cache,14420,0.048,1191.947,1191.995,14080.00,12,0.28
Complex Regex - Multiple Operators,(a|b).*c,1572864,DFA,14420,0.143,133.273,133.416,47168.00,5,0.17
Complex Regex - Multiple Operators,(a|b).*c,1572864,min-DFA,14420,0.215,131.288,131.503,66160.00,3,0.12
Complex Regex,(a|b)*c(d|e)*,1572864,NFA,31669,0.069,1278.269,1278.338,20856.00,18,0.43
Complex Regex,(a|b)*c(d|e)*,1572864,NFA+DFA-cache,31669,0.059,1453.810,1453.869,20856.00,18,0.43
Complex Regex,(a|b)*c(d|e)*,1572864,DFA,31669,0.186,75.395,75.581,75632.00,6,0.19
Complex Regex,(a|b)*c(d|e)*,1572864,min-DFA,31669,0.267,73.976,74.243,89336.00,2,0.10
Very complex Regex,((t|T)(h|H)(e|E)( )*(m|M)(a|A)(n|N))|((s|S)(h|H)(e|E)( )*(s|S)(a|A)(i|I)(d|D))|((w|W)(a|A)(s|S)( )*(a|A)(l|L)(o|O)(n|N)(e|E))|((t|T)(h|H)(e|E)( )*(e|E)(n|N)(d|D)),1572864,NFA,126,0.360,3082.194,3082.554,373816.00,184,4.52
Very complex Regex,((t|T)(h|H)(e|E)( )*(m|M)(a|A)(n|N))|((s|S)(h|H)(e|E)( )*(s|S)(a|A)(i|I)(d|D))|((w|W)(a|A)(s|S)( )*(a|A)(l|L)(o|O)(n|N)(e|E))|((t|T)(h|H)(e|E)( )*(e|E)(n|N)(d|D)),1572864,NFA+DFA-cache,126,0.364,3354.171,3354.535,373816.00,184,4.52
Very complex Regex,((t|T)(h|H)(e|E)( )*(m|M)(a|A)(n|N))|((s|S)(h|H)(e|E)( )*(s|S)(a|A)(i|I)(d|D))|((w|W)(a|A)(s|S)( )*(a|A)(l|L)(o|O)(n|N)(e|E))|((t|T)(h|H)(e|E)( )*(e|E)(n|N)(d|D)),1572864,DFA,126,0.908,86.517,87.424,774560.00,52,1.28
Very complex Regex,((t|T)(h|H)(e|E)( )*(m|M)(a|A)(n|N))|((s|S)(h|H)(e|E)( )*(s|S)(a|A)(i|I)(d|D))|((w|W)(a|A)(s|S)( )*(a|A)(l|L)(o|O)(n|N)(e|E))|((t|T)(h|H)(e|E)( )*(e|E)(n|N)(d|D)),1572864,min-DFA,126,3.318,80.486,83.804,1795592.00,21,0.55
Prefilter - Thematic Words After 'the',the (soul|body|mind|dead|life|world|death),1572864,NFA,1586,0.184,506.928,507.112,152624.00,80,1.77
Prefilter - Thematic Words After 'the',the (soul|body|mind|dead|life|world|death),1572864,NFA+DFA-cache,1586,0.197,327.315,327.512,152624.00,80,1.77
Prefilter - Thematic Words After 'the',the (soul|body|mind|dead|life|world|death),1572864,DFA,1586,0.417,78.024,78.440,261360.00,32,0.57
Prefilter - Thematic Words After 'the',the (soul|body|mind|dead|life|world|death),1572864,min-DFA,1586,1.694,74.886,76.580,675296.00,25,0.47
Prefilter - Thematic Words After 'the',the (soul|body|mind|dead|life|world|death),1572864,NFA (with prefilter),1586,0.343,69.541,69.884,193304.00,112,1.91
Prefilter - Thematic Words After 'the',the (soul|body|mind|dead|life|world|death),1572864,NFA+DFA-cache (with prefilter),1586,0.263,63.032,63.295,192040.00,112,1.91
Prefilter - Thematic Words After 'the',the (soul|body|mind|dead|life|world|death),1572864,DFA (with prefilter),1586,0.455,33.529,33.984,302200.00,64,0.71
Prefilter - Thematic Words After 'the',the (soul|body|mind|dead|life|world|death),1572864,min-DFA (with prefilter),1586,1.698,32.708,34.406,714720.00,57,0.61
Prefilter - Common Suffixes, (.*)(tion|ment|ness),1572864,NFA,3760,0.099,7886.899,7886.999,48232.00,34,0.76
Prefilter - Common Suffixes, (.*)(tion|ment|ness),1572864,NFA+DFA-cache,3760,0.087,1850.174,1850.261,48232.00,34,0.76
Prefilter - Common Suffixes, (.*)(tion|ment|ness),1572864,DFA,3760,0.586,328.022,328.608,326944.00,15,0.66
Prefilter - Common Suffixes, (.*)(tion|ment|ness),1572864,min-DFA,3760,0.793,322.994,323.787,444312.00,14,0.62
Prefilter - Common Suffixes, (.*)(tion|ment|ness),1572864,NFA (with prefilter),3760,0.155,7815.575,7815.730,66424.00,48,0.85
Prefilter - Common Suffixes, (.*)(tion|ment|ness),1572864,NFA+DFA-cache (with prefilter),3760,0.158,1923.749,1923.907,64824.00,48,0.85
Prefilter - Common Suffixes, (.*)(tion|ment|ness),1572864,DFA (with prefilter),3760,0.549,333.844,334.394,344728.00,29,0.75
Prefilter - Common Suffixes, (.*)(tion|ment|ness),1572864,min-DFA (with prefilter),3760,0.884,333.472,334.356,460960.00,28,0.70
Prefilter - Subject-Verb Patterns,(I|You|He|She|It|We|They) (was|were|had|been|said|made|came|went),1572864,NFA,133,0.351,2432.672,2433.023,249272.00,122,2.80
Prefilter - Subject-Verb Patterns,(I|You|He|She|It|We|They) (was|were|had|been|said|made|came|went),1572864,NFA+DFA-cache,133,0.309,2793.019,2793.328,249272.00,122,2.80
Prefilter - Subject-Verb Patterns,(I|You|He|She|It|We|They) (was|were|had|been|said|made|came|went),1572864,DFA,133,0.619,80.155,80.774,440752.00,45,0.83
Prefilter - Subject-Verb Patterns,(I|You|He|She|It|We|They) (was|were|had|been|said|made|came|went),1572864,min-DFA,133,3.028,72.052,75.080,1307512.00,28,0.56
Prefilter - Subject-Verb Patterns,(I|You|He|She|It|We|They) (was|were|had|been|said|made|came|went),1572864,NFA (with prefilter),133,0.382,685.540,685.921,308952.00,167,2.96
Prefilter - Subject-Verb Patterns,(I|You|He|She|It|We|They) (was|were|had|been|said|made|came|went),1572864,NFA+DFA-cache (with prefilter),133,0.434,818.293,818.727,308952.00,167,2.96
Prefilter - Subject-Verb Patterns,(I|You|He|She|It|We|They) (was|were|had|been|said|made|came|went),1572864,DFA (with prefilter),133,0.807,58.193,59.000,500360.00,90,0.99
Prefilter - Subject-Verb Patterns,(I|You|He|She|It|We|They) (was|were|had|been|said|made|came|went),1572864,min-DFA (with prefilter),133,3.374,56.381,59.755,1369992.00,73,0.72
Prefilter - Common Words Repeated,(the|and|that|with|from)(.*)(the|and|that|with|from),1572864,NFA,11699,0.201,2743.206,2743.408,162608.00,92,2.06
Prefilter - Common Words Repeated,(the|and|that|with|from)(.*)(the|and|that|with|from),1572864,NFA+DFA-cache,11699,0.225,2783.289,2783.514,162608.00,92,2.06
Prefilter - Common Words Repeated,(the|and|that|with|from)(.*)(the|and|that|with|from),1572864,DFA,11699,1.115,91.483,92.597,854232.00,34,1.38
Prefilter - Common Words Repeated,(the|and|that|with|from)(.*)(the|and|that|with|from),1572864,min-DFA,11699,2.111,87.310,89.421,1174536.00,27,1.05
Prefilter - Common Words Repeated,(the|and|that|with|from)(.*)(the|and|that|with|from),1572864,NFA (with prefilter),11699,0.244,2369.781,2370.025,191328.00,109,2.16
Prefilter - Common Words Repeated,(the|and|that|with|from)(.*)(the|and|that|with|from),1572864,NFA+DFA-cache (with prefilter),11699,0.239,2429.725,2429.963,191328.00,109,2.16
Prefilter - Common Words Repeated,(the|and|that|with|from)(.*)(the|and|that|with|from),1572864,DFA (with prefilter),11699,1.187,96.575,97.761,882952.00,51,1.47
Prefilter - Common Words Repeated,(the|and|that|with|from)(.*)(the|and|that|with|from),1572864,min-DFA (with prefilter),11699,2.284,93.834,96.118,1203192.00,44,1.14
Prefilter - URL-like Patterns,(www\.)*(.*)\.(com|org|net|edu),1572864,NFA,1,0.119,30385.469,30385.587,68312.00,46,1.04
Prefilter - URL-like Patterns,(www\.)*(.*)\.(com|org|net|edu),1572864,NFA+DFA-cache,1,0.102,3365.939,3366.041,68240.00,46,1.04
Prefilter - URL-like Patterns,(www\.)*(.*)\.(com|org|net|edu),1572864,DFA,1,0.423,2024.000,2024.423,286048.00,19,0.69
Prefilter - URL-like Patterns,(www\.)*(.*)\.(com|org|net|edu),1572864,min-DFA,1,1.078,1971.360,1972.437,522536.00,16,0.59
Prefilter - URL-like Patterns,(www\.)*(.*)\.(com|org|net|edu),1572864,NFA (with prefilter),1,0.158,28.412,28.570,89248.00,60,1.13
Prefilter - URL-like Patterns,(www\.)*(.*)\.(com|org|net|edu),1572864,NFA+DFA-cache (with prefilter),1,0.184,28.093,28.277,87680.00,60,1.13
Prefilter - URL-like Patterns,(www\.)*(.*)\.(com|org|net|edu),1572864,DFA (with prefilter),1,0.561,27.555,28.116,305488.00,33,0.78
Prefilter - URL-like Patterns,(www\.)*(.*)\.(com|org|net|edu),1572864,min-DFA (with prefilter),1,1.116,27.543,28.659,541936.00,30,0.68
Prefilter - Code Keywords,(function|class|const|return|import),1572864,Aho-Corasick,306,0.042,34.085,34.127,21248.00,30,0.11
Prefilter - Code Keywords,(function|class|const|return|import),1572864,NFA,306,0.141,1950.146,1950.287,116008.00,68,1.49
Prefilter - Code Keywords,(function|class|const|return|import),1572864,NFA+DFA-cache,306,0.150,2035.461,2035.611,116008.00,68,1.49
Prefilter - Code Keywords,(function|class|const|return|import),1572864,DFA,306,0.330,82.367,82.697,210520.00,30,0.53
Prefilter - Code Keywords,(function|class|const|return|import),1572864,min-DFA,306,1.239,79.279,80.518,503744.00,24,0.44
Prefilter - Code Keywords,(function|class|const|return|import),1572864,NFA (with prefilter),306,0.232,56.161,56.393,149232.00,98,1.60
Prefilter - Code Keywords,(function|class|const|return|import),1572864,NFA+DFA-cache (with prefilter),306,0.237,59.621,59.858,147328.00,98,1.60
Prefilter - Code Keywords,(function|class|const|return|import),1572864,DFA (with prefilter),306,0.363,32.045,32.408,241840.00,60,0.64
Prefilter - Code Keywords,(function|class|const|return|import),1572864,min-DFA (with prefilter),306,1.315,31.753,33.067,535064.00,54,0.55
Prefilter - Article-Noun Patterns,(the|a|an) (cat|dog|bird|fish|tree|house|car),1572864,NFA,78,0.189,1223.288,1223.477,147272.00,82,1.83
Prefilter - Article-Noun Patterns,(the|a|an) (cat|dog|bird|fish|tree|house|car),1572864,NFA+DFA-cache,78,0.203,1310.718,1310.921,147272.00,82,1.83
Prefilter - Article-Noun Patterns,(the|a|an) (cat|dog|bird|fish|tree|house|car),1572864,DFA,78,0.418,84.885,85.303,263760.00,31,0.57
Prefilter - Article-Noun Patterns,(the|a|an) (cat|dog|bird|fish|tree|house|car),1572864,min-DFA,78,1.448,78.613,80.061,593552.00,23,0.45
Prefilter - Article-Noun Patterns,(the|a|an) (cat|dog|bird|fish|tree|house|car),1572864,NFA (with prefilter),78,0.300,1220.898,1221.198,188568.00,113,1.96
Prefilter - Article-Noun Patterns,(the|a|an) (cat|dog|bird|fish|tree|house|car),1572864,NFA+DFA-cache (with prefilter),78,0.286,1317.707,1317.993,188568.00,113,1.96
Prefilter - Article-Noun Patterns,(the|a|an) (cat|dog|bird|fish|tree|house|car),1572864,DFA (with prefilter),78,0.620,96.502,97.122,305080.00,62,0.70
Prefilter - Article-Noun Patterns,(the|a|an) (cat|dog|bird|fish|tree|house|car),1572864,min-DFA (with prefilter),78,1.633,86.649,88.282,634848.00,54,0.58
Edge Case - No Matches,xyz,1572864,KMP,0,0.001,7.937,7.938,1232.00,,
Edge Case - No Matches,xyz,1572864,Boyer-Moore,0,0.001,23.822,23.823,32184.00,,
Edge Case - No Matches,xyz,1572864,NFA,0,0.049,417.951,418.000,8344.00,6,0.14
Edge Case - No Matches,xyz,1572864,NFA+DFA-cache,0,0.042,224.549,224.592,8344.00,6,0.14
Edge Case - No Matches,xyz,1572864,DFA,0,0.127,69.144,69.271,17832.00,4,0.10
Edge Case - No Matches,xyz,1572864,min-DFA,0,0.149,67.697,67.846,33840.00,4,0.10
Edge Case - Many Matches,a,1572864,KMP,85520,0.000,11.504,11.505,7777096.00,,
Edge Case - Many Matches,a,1572864,Boyer-Moore,85520,0.001,51.570,51.570,7782048.00,,
Edge Case - Many Matches,a,1572864,NFA,85520,0.025,445.171,445.196,3664.00,2,0.07
Edge Case - Many Matches,a,1572864,NFA+DFA-cache,85520,0.022,238.357,238.379,3664.00,2,0.07
Edge Case - Many Matches,a,1572864,DFA,85520,0.070,75.469,75.539,7408.00,2,0.07
Edge Case - Many Matches,a,1572864,min-DFA,85520,0.102,75.579,75.681,13496.00,2,0.07
Edge Case - Universal Wildcard,.*,1572864,NFA,26412,0.036,700.259,700.296,5376.00,4,0.12
Edge Case - Universal Wildcard,.*,1572864,NFA+DFA-cache,26412,0.030,507.977,508.008,5376.00,4,0.12
Edge Case - Universal Wildcard,.*,1572864,DFA,26412,0.091,63.277,63.368,14456.00,2,0.09
Edge Case - Universal Wildcard,.*,1572864,min-DFA,26412,0.110,62.877,62.987,19416.00,1,0.07
Edge Case - DFA Exponential Blowup,(a|b)*a(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b),1572864,NFA,0,0.133,1312.241,1312.374,105776.00,76,1.75
Edge Case - DFA Exponential Blowup,(a|b)*a(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b),1572864,NFA+DFA-cache,0,0.185,1439.675,1439.859,105776.00,76,1.75
Edge Case - DFA Exponential Blowup,(a|b)*a(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b),1572864,DFA,0,85.796,2601.877,2687.674,6131096.00,4097,133.04
Edge Case - DFA Exponential Blowup,(a|b)*a(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b),1572864,min-DFA,0,505.076,2628.649,3133.725,20105040.00,4096,132.63
Edge Case - DFA Exponential Blowup,(a|b)*a(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b),1572864,NFA (with prefilter),0,0.263,1305.772,1306.035,132168.00,81,1.83
Edge Case - DFA Exponential Blowup,(a|b)*a(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b),1572864,NFA+DFA-cache (with prefilter),0,0.198,1402.048,1402.246,131184.00,81,1.83
Edge Case - DFA Exponential Blowup,(a|b)*a(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b),1572864,DFA (with prefilter),0,85.389,2560.658,2646.047,7145656.00,4102,133.12
Edge Case - DFA Exponential Blowup,(a|b)*a(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b),1572864,min-DFA (with prefilter),0,498.123,2555.428,3053.551,4763840.00,4101,132.71
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),1572864,NFA,986,0.104,1377.514,1377.618,59088.00,42,0.93
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),1572864,NFA+DFA-cache,986,0.095,1568.443,1568.537,59088.00,42,0.93
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),1572864,DFA,986,0.224,76.333,76.557,121152.00,19,0.34
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),1572864,min-DFA,986,0.707,74.500,75.207,278656.00,16,0.30
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),1572864,NFA (with prefilter),986,0.202,87.473,87.675,80712.00,61,1.02
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),1572864,NFA+DFA-cache (with prefilter),986,0.198,95.372,95.571,80608.00,61,1.02
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),1572864,DFA (with prefilter),986,0.323,31.793,32.115,141488.00,38,0.44
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),1572864,min-DFA (with prefilter),986,0.697,31.800,32.497,300240.00,35,0.39
Performance - Sparse Matches,(rare|uncommon|infrequent),1572864,Aho-Corasick,26,0.037,41.147,41.184,16552.00,23,0.09
Performance - Sparse Matches,(rare|uncommon|infrequent),1572864,NFA,26,0.098,1125.278,1125.376,73608.00,48,1.05
Performance - Sparse Matches,(rare|uncommon|infrequent),1572864,NFA+DFA-cache,26,0.100,1271.899,1272.000,73608.00,48,1.05
Performance - Sparse Matches,(rare|uncommon|infrequent),1572864,DFA,26,0.371,77.426,77.797,144896.00,23,0.41
Performance - Sparse Matches,(rare|uncommon|infrequent),1572864,min-DFA,26,0.978,75.585,76.563,354984.00,21,0.38
Performance - Sparse Matches,(rare|uncommon|infrequent),1572864,NFA (with prefilter),26,0.215,37.336,37.550,96688.00,71,1.14
Performance - Sparse Matches,(rare|uncommon|infrequent),1572864,NFA+DFA-cache (with prefilter),26,0.160,38.009,38.170,96688.00,71,1.14
Performance - Sparse Matches,(rare|uncommon|infrequent),1572864,DFA (with prefilter),26,0.289,35.794,36.083,167976.00,46,0.50
Performance - Sparse Matches,(rare|uncommon|infrequent),1572864,min-DFA (with prefilter),26,0.972,35.848,36.819,378064.00,44,0.47
Performance - Dense Matches,(a|e|i|o|u),1572864,Aho-Corasick,434530,0.029,120.088,120.117,5576.00,6,0.08
Performance - Dense Matches,(a|e|i|o|u),1572864,NFA,434530,0.060,2087.385,2087.445,19760.00,18,0.42
Performance - Dense Matches,(a|e|i|o|u),1572864,NFA+DFA-cache,434530,0.055,2166.433,2166.488,19760.00,18,0.42
Performance - Dense Matches,(a|e|i|o|u),1572864,DFA,434530,0.149,110.989,111.139,46176.00,6,0.14
Performance - Dense Matches,(a|e|i|o|u),1572864,min-DFA,434530,0.226,105.709,105.935,59064.00,2,0.10
Performance - Alternation vs Star,(abc|abd|abe)*,1572864,NFA,1546403,0.084,1479.412,1479.496,32072.00,24,0.54
Performance - Alternation vs Star,(abc|abd|abe)*,1572864,NFA+DFA-cache,1546403,0.067,1690.673,1690.740,32072.00,24,0.54
Performance - Alternation vs Star,(abc|abd|abe)*,1572864,DFA,1546403,0.181,151.584,151.764,66832.00,6,0.15
Performance - Alternation vs Star,(abc|abd|abe)*,1572864,min-DFA,1546403,0.226,144.326,144.552,89120.00,3,0.10
Short Literal - Small Text,abc,102400,KMP,0,0.001,0.616,0.617,1264.00,,
Short Literal - Small Text,abc,102400,Boyer-Moore,0,0.000,3.053,3.054,5248.00,,
Short Literal - Small Text,abc,102400,NFA,0,0.034,40.156,40.190,8344.00,6,0.14
Short Literal - Small Text,abc,102400,NFA+DFA-cache,0,0.043,46.624,46.667,8344.00,6,0.14
Short Literal - Small Text,abc,102400,DFA,0,0.088,4.471,4.559,17832.00,4,0.10
Short Literal - Small Text,abc,102400,min-DFA,0,0.164,4.487,4.651,33840.00,4,0.10
Short Literal - Large Text,the,102400,KMP,1885,0.000,0.763,0.764,181232.00,,
Short Literal - Large Text,the,102400,Boyer-Moore,1885,0.001,1.274,1.275,185136.00,,
Short Literal - Large Text,the,102400,NFA,1885,0.036,44.138,44.173,8344.00,6,0.14
Short Literal - Large Text,the,102400,NFA+DFA-cache,1885,0.041,41.269,41.311,8344.00,6,0.14
Short Literal - Large Text,the,102400,DFA,1885,0.124,4.708,4.832,17832.00,4,0.10
Short Literal - Large Text,the,102400,min-DFA,1885,0.143,4.578,4.721,33840.00,4,0.10
Long Literal - Small Text,abcdefghijklmnop,102400,KMP,0,0.001,0.613,0.614,1544.00,,
Long Literal - Small Text,abcdefghijklmnop,102400,Boyer-Moore,0,0.001,0.363,0.363,7984.00,,
Long Literal - Small Text,abcdefghijklmnop,102400,NFA,0,0.072,43.197,43.270,47576.00,32,0.69
Long Literal - Small Text,abcdefghijklmnop,102400,NFA+DFA-cache,0,0.083,46.926,47.009,47576.00,32,0.69
Long Literal - Small Text,abcdefghijklmnop,102400,DFA,0,0.193,4.509,4.702,95696.00,17,0.30
Long Literal - Small Text,abcdefghijklmnop,102400,min-DFA,0,0.618,4.671,5.290,239000.00,17,0.30
Long Literal - Large Text,constitution,102400,KMP,0,0.000,0.598,0.599,1368.00,,
Long Literal - Large Text,constitution,102400,Boyer-Moore,0,0.001,0.396,0.397,6176.00,,
Long Literal - Large Text,constitution,102400,NFA,0,0.061,41.541,41.602,32544.00,24,0.52
Long Literal - Large Text,constitution,102400,NFA+DFA-cache,0,0.063,46.421,46.484,32544.00,24,0.52
Long Literal - Large Text,constitution,102400,DFA,0,0.167,4.505,4.672,68192.00,13,0.23
Long Literal - Large Text,constitution,102400,min-DFA,0,0.481,4.400,4.880,181888.00,13,0.23
Simple Regex - Dot,a.c,102400,NFA,162,0.036,47.349,47.385,8336.00,6,0.15
Simple Regex - Dot,a.c,102400,NFA+DFA-cache,162,0.037,48.123,48.160,8336.00,6,0.15
Simple Regex - Dot,a.c,102400,DFA,162,0.086,4.633,4.720,17664.00,4,0.11
Simple Regex - Dot,a.c,102400,min-DFA,162,0.135,4.780,4.915,33608.00,4,0.11
Simple Regex - Star,ab*c,102400,NFA,224,0.043,45.272,45.315,10112.00,8,0.19
Simple Regex - Star,ab*c,102400,NFA+DFA-cache,224,0.044,42.349,42.393,10112.00,8,0.19
Simple Regex - Star,ab*c,102400,DFA,224,0.116,4.619,4.734,25112.00,4,0.11
Simple Regex - Star,ab*c,102400,min-DFA,224,0.210,4.626,4.836,39704.00,3,0.09
Complex Regex - Alternation,(cat|dog|bird),102400,Aho-Corasick,38,0.036,10.036,10.072,8624.00,11,0.08
Complex Regex - Alternation,(cat|dog|bird),102400,NFA,38,0.075,82.683,82.758,31056.00,24,0.53
Complex Regex - Alternation,(cat|dog|bird),102400,NFA+DFA-cache,38,0.120,101.693,101.813,31056.00,24,0.53
Complex Regex - Alternation,(cat|dog|bird),102400,DFA,38,0.162,4.911,5.073,66232.00,11,0.21
Complex Regex - Alternation,(cat|dog|bird),102400,min-DFA,38,0.300,4.645,4.946,127672.00,9,0.18
Complex Regex - Alternation,(cat|dog|bird),102400,NFA (with prefilter),38,0.141,9.310,9.451,45600.00,35,0.61
Complex Regex - Alternation,(cat|dog|bird),102400,NFA+DFA-cache (with prefilter),38,0.120,6.119,6.239,45208.00,35,0.61
Complex Regex - Alternation,(cat|dog|bird),102400,DFA (with prefilter),38,0.196,7.333,7.529,80776.00,22,0.29
Complex Regex - Alternation,(cat|dog|bird),102400,min-DFA (with prefilter),38,0.418,2.199,2.617,145040.00,20,0.26
Complex Regex - Multiple Operators,(a|b).*c,102400,NFA,966,0.046,135.168,135.214,14096.00,12,0.28
Complex Regex - Multiple Operators,(a|b).*c,102400,NFA+DFA-cache,966,0.048,103.746,103.794,14096.00,12,0.28
Complex Regex - Multiple Operators,(a|b).*c,102400,DFA,966,0.124,8.682,8.806,47184.00,5,0.17
Complex Regex - Multiple Operators,(a|b).*c,102400,min-DFA,966,0.260,8.776,9.036,65088.00,3,0.12
Complex Regex,(a|b)*c(d|e)*,102400,NFA,2207,0.059,100.250,100.309,20800.00,18,0.43
Complex Regex,(a|b)*c(d|e)*,102400,NFA+DFA-cache,2207,0.060,119.373,119.432,20800.00,18,0.43
Complex Regex,(a|b)*c(d|e)*,102400,DFA,2207,0.207,4.951,5.158,75576.00,6,0.19
Complex Regex,(a|b)*c(d|e)*,102400,min-DFA,2207,0.214,4.824,5.038,88432.00,2,0.10
